ID	A1	A4	A7	A8	A9	A11	A12	A14	A16	A17	A22
__id__229-un	=MAX(N230,O230)	0	0	1	0	1	=MAX(P230,Q230)	0	0	0	0
__id__230-un	=MAX(N231,O231)	0	0	0.5	0	0.5	=MAX(P231,Q231)	0	0	0	0
__id__231-un	=MAX(N232,O232)	0	0	0	0	0	=MAX(P232,Q232)	0.5	0	0	0
__id__232-un	=MAX(N233,O233)	0	0	0.5	0	2	=MAX(P233,Q233)	0	0	0	0
__id__233-un	=MAX(N234,O234)	0	0	0	0	1	=MAX(P234,Q234)	0	0.5	0	0
__id__234-un	=MAX(N235,O235)	0	0	0	0	1	=MAX(P235,Q235)	0	0	0	0
__id__235-un	=MAX(N236,O236)	0	0	0.5	0	1	=MAX(P236,Q236)	0	0	0	0
__id__236-un	=MAX(N237,O237)	0	0	0	0	1	=MAX(P237,Q237)	0	0	0	0
__id__237-un	=MAX(N238,O238)	0	0	1	0	1	=MAX(P238,Q238)	0	0	0	0
__id__238-un	=MAX(N239,O239)	0	0	0	0	1	=MAX(P239,Q239)	0	0	0	0
__id__239-un	=MAX(N240,O240)	0	0	0	2	0	=MAX(P240,Q240)	0	0	0	0
__id__240-un	=MAX(N241,O241)	0	0	0	0	0	=MAX(P241,Q241)	0	1	0	0
__id__241-un	=MAX(N242,O242)	0	0.5	0	0	0	=MAX(P242,Q242)	0	0	0	0
__id__242-un	=MAX(N243,O243)	0	0	0	0	0	=MAX(P243,Q243)	0	0	0	0
__id__243-un	=MAX(N244,O244)	0	0	0	0.5	0	=MAX(P244,Q244)	0	2	0	0
__id__244-un	=MAX(N245,O245)	0	0	1	0	0	=MAX(P245,Q245)	0	0	0	0
__id__245-un	=MAX(N246,O246)	0	0	0	0	0	=MAX(P246,Q246)	1	0	0	0
__id__246-un	=MAX(N247,O247)	0	0	0	0	2	=MAX(P247,Q247)	0.5	0	0	0
__id__247-un	=MAX(N248,O248)	0	0	0	0.5	0	=MAX(P248,Q248)	0	2	0	0
__id__248-gov	=MAX(N249,O249)	0	2	0	0	0	=MAX(P249,Q249)	0	1	0	0
__id__249-co	=MAX(N250,O250)	0	0	0	0	0	=MAX(P250,Q250)	0	1	0	0
__id__250-ac	=MAX(N251,O251)	0	0	0	1	0	=MAX(P251,Q251)	0	2	0	0
__id__251-org	=MAX(N252,O252)	0	0	0	0	0	=MAX(P252,Q252)	0	0	0	0
__id__252-org	=MAX(N253,O253)	0	0	0	0	0	=MAX(P253,Q253)	0	0	0	0
__id__253-org	=MAX(N254,O254)	0	0	0	0	0	=MAX(P254,Q254)	0	0	0	0
__id__254-org	=MAX(N255,O255)	0	0	2	0	0	=MAX(P255,Q255)	0	0	1	0
__id__255-gov	=MAX(N256,O256)	0	0	0	0	0	=MAX(P256,Q256)	0	2	0	0
__id__256-co	=MAX(N257,O257)	0	0	0	0	0	=MAX(P257,Q257)	1	0	0	0
__id__257-co	=MAX(N258,O258)	0	2	0.5	0	0	=MAX(P258,Q258)	0	0	0	0
__id__258-co	=MAX(N259,O259)	0	0	1	0	2	=MAX(P259,Q259)	0	0	0	0
__id__259-org	=MAX(N260,O260)	0	1	0	0	0.5	=MAX(P260,Q260)	0	2	0	0
__id__260-sch	=MAX(N261,O261)	0	1	0	0	0	=MAX(P261,Q261)	0	1	0	0
__id__261-ac	=MAX(N262,O262)	0	0.5	0	0	0	=MAX(P262,Q262)	0	2	0	0
__id__262-org	=MAX(N263,O263)	0	0	0	0	0	=MAX(P263,Q263)	0	0	0	0
__id__263-co	=MAX(N264,O264)	0	0	0	0	0	=MAX(P264,Q264)	0	0	1	0
__id__264-co	=MAX(N265,O265)	0	0	0	0	0	=MAX(P265,Q265)	0	0	1	0
__id__265-org	=MAX(N266,O266)	0	0	1	0	0	=MAX(P266,Q266)	0	0	0	0
__id__266-co	=MAX(N267,O267)	0	0	0	0	1	=MAX(P267,Q267)	0	0	0	0
__id__267-co	=MAX(N268,O268)	0	0	0	0	0	=MAX(P268,Q268)	0.5	2	0	0
__id__268-co	=MAX(N269,O269)	0	2	0	0	0	=MAX(P269,Q269)	0	0	0	0
__id__269-ac	=MAX(N270,O270)	0	2	0	0	0	=MAX(P270,Q270)	0	0	0	0
__id__270-co	=MAX(N271,O271)	0	0	0.5	0.5	0	=MAX(P271,Q271)	0	0	0	0
__id__271-ac	=MAX(N272,O272)	0	0	2	0	0	=MAX(P272,Q272)	0	0	1	0
__id__272-co	=MAX(N273,O273)	0	0	2	0	0	=MAX(P273,Q273)	0	0	1	0
__id__273-co	=MAX(N274,O274)	0	0	1	0	0	=MAX(P274,Q274)	0	0	0	0
__id__274-org	=MAX(N275,O275)	0	0	0	0	0	=MAX(P275,Q275)	0	2	0	0
__id__275-co	=MAX(N276,O276)	0	0	0	0	0	=MAX(P276,Q276)	0	0	0	0
__id__276-gov	=MAX(N277,O277)	0	0	0	0	0	=MAX(P277,Q277)	0	2	0	0
__id__277-org	=MAX(N278,O278)	0	2	0	0	0	=MAX(P278,Q278)	0	1	0	0
__id__278-co	=MAX(N279,O279)	0	0	2	0	0	=MAX(P279,Q279)	0	0	2	0
__id__279-org	=MAX(N280,O280)	0	0	2	0	0	=MAX(P280,Q280)	0	1	0	0
__id__280-org	=MAX(N281,O281)	0	0	2	0	0	=MAX(P281,Q281)	0	1	0	0
__id__281-org	=MAX(N282,O282)	0	0	0	0	0	=MAX(P282,Q282)	2	1	0	0
__id__282-ac	=MAX(N283,O283)	0	0	0	0	0	=MAX(P283,Q283)	2	0	0	0
__id__283-co	=MAX(N284,O284)	0	0	2	0	0	=MAX(P284,Q284)	0	0	1	0
__id__284-gov	=MAX(N285,O285)	0	0	0	2	0	=MAX(P285,Q285)	0	0	0	0
__id__285-co	=MAX(N286,O286)	0	0	0	0	1	=MAX(P286,Q286)	0	2	1	0
__id__286-co	=MAX(N287,O287)	0	2	0	0	0	=MAX(P287,Q287)	0	1	0	0
__id__287-co	=MAX(N288,O288)	0	0	0	0	0	=MAX(P288,Q288)	0	0	0	0
__id__288-co	=MAX(N289,O289)	0	0	0	0	0	=MAX(P289,Q289)	0	1	0	0
__id__289-co	=MAX(N290,O290)	0	2	0	0	0	=MAX(P290,Q290)	0	0	2	0
__id__290-org	=MAX(N291,O291)	0	2	0	0	0	=MAX(P291,Q291)	0	0	0	0
__id__291-org	=MAX(N292,O292)	0	0	0.5	0	0	=MAX(P292,Q292)	0	0	0	0
__id__292-ac	=MAX(N293,O293)	0	0	0	0	0	=MAX(P293,Q293)	0	1	0	0
__id__293-gov	=MAX(N294,O294)	0	0	1	0	0	=MAX(P294,Q294)	0	0	2	0
__id__294-nhs	=MAX(N295,O295)	0	0	0	0	0	=MAX(P295,Q295)	0	0	0	0
__id__295-org	=MAX(N296,O296)	0	0	1	0	0	=MAX(P296,Q296)	0	0	0	0
__id__296-co	=MAX(N297,O297)	0	0	0	0	0	=MAX(P297,Q297)	0	1	1	0
__id__297-org	=MAX(N298,O298)	0	0	0	0	0	=MAX(P298,Q298)	0	0	0	0
__id__298-co	=MAX(N299,O299)	0	2	0	0	0	=MAX(P299,Q299)	0	0	0	0
__id__299-org	=MAX(N300,O300)	0	0	2	0	0	=MAX(P300,Q300)	0	0	0	0
__id__300-ac	=MAX(N301,O301)	0	0	0	0	2	=MAX(P301,Q301)	0	1	0	0
__id__301-co	=MAX(N302,O302)	0	1	0	0	0	=MAX(P302,Q302)	0	0	0	0
__id__302-co	=MAX(N303,O303)	0	0	0	0	0	=MAX(P303,Q303)	1	1	2	0
__id__303-ac	=MAX(N304,O304)	0	0	0	2	0	=MAX(P304,Q304)	0	1	0	0
__id__304-co	=MAX(N305,O305)	0	0	0	2	0	=MAX(P305,Q305)	0	0	0	0
__id__305-ac	=MAX(N306,O306)	0	0	1	0	0	=MAX(P306,Q306)	0	0	0	0
__id__306-co	=MAX(N307,O307)	0	0	0	0	1	=MAX(P307,Q307)	1	0	0	0
__id__307-co	=MAX(N308,O308)	0	0	0	0	0	=MAX(P308,Q308)	1	0	0	0
__id__308-co	=MAX(N309,O309)	0	0	2	0	0	=MAX(P309,Q309)	0	0	0	0
__id__309-co	=MAX(N310,O310)	0	0	0	0	0	=MAX(P310,Q310)	0	0.5	1	0
__id__310-co	=MAX(N311,O311)	0	0	0	0	0	=MAX(P311,Q311)	0	1	2	0
__id__311-org	=MAX(N312,O312)	0	0	1	0	0	=MAX(P312,Q312)	0	1	0	0
__id__312-org	=MAX(N313,O313)	2	0	0	0	0	=MAX(P313,Q313)	0	0.5	0	0
__id__313-co	=MAX(N314,O314)	0	0	2	0	0	=MAX(P314,Q314)	0	0	0	0
__id__314-co	=MAX(N315,O315)	0	0	0	0	0	=MAX(P315,Q315)	0	1	0	0
__id__315-org	=MAX(N316,O316)	0	0	2	0	0	=MAX(P316,Q316)	0	0	0.5	0
__id__316-org	=MAX(N317,O317)	0	0	1	0	0	=MAX(P317,Q317)	0	1	2	0
__id__317-co	=MAX(N318,O318)	0	2	0	0	0	=MAX(P318,Q318)	0	1	0	0
__id__318-org	=MAX(N319,O319)	0	0	0	2	0	=MAX(P319,Q319)	0	0	0	0
__id__319-ac	=MAX(N320,O320)	0	2	0	0	0	=MAX(P320,Q320)	2	0	0	0
__id__320-ac	=MAX(N321,O321)	0	2	0	0	0	=MAX(P321,Q321)	0	0	0	0
__id__321-co	=MAX(N322,O322)	0	0	1	0	0	=MAX(P322,Q322)	0	0	2	0
__id__322-co	=MAX(N323,O323)	0	0	0	0	0	=MAX(P323,Q323)	0	0	2	0
__id__323-co	=MAX(N324,O324)	0	0	1	0	0	=MAX(P324,Q324)	0	0	0	0
__id__324-co	=MAX(N325,O325)	0	0	0	0	0	=MAX(P325,Q325)	0	1	0	0
__id__325-org	=MAX(N326,O326)	0	0	0	0	0	=MAX(P326,Q326)	0	0	0	0
__id__326-org	=MAX(N327,O327)	0	0	1	0	0	=MAX(P327,Q327)	0	0	0	0
__id__327-co	=MAX(N328,O328)	0	0	0	1	0	=MAX(P328,Q328)	0	1	0	0
__id__328-org	=MAX(N329,O329)	2	0	0	0	0	=MAX(P329,Q329)	0	0	2	0
__id__329-co	=MAX(N330,O330)	0	0	2	0	0	=MAX(P330,Q330)	0	0	0	0
__id__330-co	=MAX(N331,O331)	0	0	0	0	0	=MAX(P331,Q331)	0	0	0	0
__id__331-ac	=MAX(N332,O332)	0	2	0	0	0	=MAX(P332,Q332)	0	1	0	0
__id__332-org	=MAX(N333,O333)	0	0	0	2	0	=MAX(P333,Q333)	0	0	0	0
__id__333-org	=MAX(N334,O334)	0	0	0	0	0	=MAX(P334,Q334)	0	0	0	0
__id__334-org	=MAX(N335,O335)	0	0	0	0	0	=MAX(P335,Q335)	0	0	0	0
__id__335-gov	=MAX(N336,O336)	0	0	0	0	0	=MAX(P336,Q336)	0	1	1	0
__id__336-ac	=MAX(N337,O337)	0	0	0	0	0	=MAX(P337,Q337)	0	2	0	0
__id__337-co	=MAX(N338,O338)	0	0	0	0	0	=MAX(P338,Q338)	0	2	0	1
__id__338-co	=MAX(N339,O339)	0	0	0	0	0	=MAX(P339,Q339)	0	0	0	0
__id__339-co	=MAX(N340,O340)	0	0	0	0	0	=MAX(P340,Q340)	0	1	0	0
__id__340-co	=MAX(N341,O341)	0	1	0.5	0	0	=MAX(P341,Q341)	0	0	0	0
__id__341-co	=MAX(N342,O342)	0	0	0	2	0	=MAX(P342,Q342)	0	0	0	0
__id__342-co	=MAX(N343,O343)	0	0	2	0	0	=MAX(P343,Q343)	0	0	0	0
__id__343-co	=MAX(N344,O344)	0	0	0	0	0	=MAX(P344,Q344)	0	0	2	0
__id__344-co	=MAX(N345,O345)	0	0	0	0	0	=MAX(P345,Q345)	0	0	0	0
__id__345-org	=MAX(N346,O346)	0	0	0	0	0	=MAX(P346,Q346)	0	0	0	0
__id__346-org	=MAX(N347,O347)	0	2	0	1	0	=MAX(P347,Q347)	0	1	0	0
__id__347-co	=MAX(N348,O348)	0	0	0	0	0	=MAX(P348,Q348)	0	0	0	0
__id__348-nhs	=MAX(N349,O349)	0	0	0	0	0	=MAX(P349,Q349)	2	2	0	0
__id__349-ac	=MAX(N350,O350)	0	0	0	0	0	=MAX(P350,Q350)	0	1	0	0
__id__350-co	=MAX(N351,O351)	0	0	0	0	0	=MAX(P351,Q351)	0	2	0	0
__id__351-co	=MAX(N352,O352)	0	0	2	0	0	=MAX(P352,Q352)	0	0	0	0
__id__352-co	=MAX(N353,O353)	0	1	0	0	2	=MAX(P353,Q353)	0	0	0	0
__id__353-co	=MAX(N354,O354)	0	2	0	0	0	=MAX(P354,Q354)	0	0	0	0
__id__354-co	=MAX(N355,O355)	0	0	0	0	2	=MAX(P355,Q355)	0	0	2	0
__id__355-org	=MAX(N356,O356)	0	0	0	0	0	=MAX(P356,Q356)	0	0	0	0
__id__356-co	=MAX(N357,O357)	0	0	0	0	1	=MAX(P357,Q357)	0	0	2	0
__id__357-gov	=MAX(N358,O358)	0	1	0	2	0	=MAX(P358,Q358)	0	0	0	0
__id__358-co	=MAX(N359,O359)	0	2	0	0	0	=MAX(P359,Q359)	0	0	0	0
__id__359-org	=MAX(N360,O360)	0	0	0	2	0	=MAX(P360,Q360)	0	0	0	0
__id__360-sch	=MAX(N361,O361)	0	2	0	0	0	=MAX(P361,Q361)	0	0	0	0
__id__361-ac	=MAX(N362,O362)	0	0	0	0	0	=MAX(P362,Q362)	2	0	0	0
__id__362-co	=MAX(N363,O363)	0	0	0	0	0	=MAX(P363,Q363)	0	0	2	0
__id__363-co	=MAX(N364,O364)	0	0	0	0	2	=MAX(P364,Q364)	0	0	0	0
__id__364-co	=MAX(N365,O365)	0	0	0	0	0	=MAX(P365,Q365)	0	0.5	0	0
__id__365-co	=MAX(N366,O366)	0	0	2	0	0	=MAX(P366,Q366)	0	0	0	0
__id__366-co	=MAX(N367,O367)	0	0	0	0	0	=MAX(P367,Q367)	0	0	2	0
__id__367-co	=MAX(N368,O368)	0	2	0	0	0	=MAX(P368,Q368)	0	0	0	0
__id__368-co	=MAX(N369,O369)	0	0	0	0	0	=MAX(P369,Q369)	2	0	0	0
__id__369-ac	=MAX(N370,O370)	0	1	0	0	0	=MAX(P370,Q370)	0	2	0	0
__id__370-co	=MAX(N371,O371)	0	2	0	0	0	=MAX(P371,Q371)	0	1	0	0
__id__371-co	=MAX(N372,O372)	0	0	0	2	0	=MAX(P372,Q372)	0	0	0	0
__id__372-org	=MAX(N373,O373)	0	0	1	0	0	=MAX(P373,Q373)	0	1	0	0
__id__373-gov	=MAX(N374,O374)	0	0	0	0	0	=MAX(P374,Q374)	0	1	0	0
__id__374-ac	=MAX(N375,O375)	0	0	0	0	0	=MAX(P375,Q375)	2	1	1	0
__id__375-co	=MAX(N376,O376)	0	1	0	0	0	=MAX(P376,Q376)	2	0	0	0
__id__376-co	=MAX(N377,O377)	0	0	0	0	0	=MAX(P377,Q377)	0	0	0	0
__id__377-plc	=MAX(N378,O378)	0	0	0	0	0	=MAX(P378,Q378)	0	0	0	0
__id__378-co	=MAX(N379,O379)	0	0	0	0	0	=MAX(P379,Q379)	0	0	0	0
__id__379-co	=MAX(N380,O380)	0	0	0	0	0	=MAX(P380,Q380)	0	0	0	0
__id__380-co	=MAX(N381,O381)	0	0	2	0	0	=MAX(P381,Q381)	0	0	0	0
__id__381-org	=MAX(N382,O382)	0	0	0	0	2	=MAX(P382,Q382)	0	0	1	0
__id__382-ac	=MAX(N383,O383)	0	0	0	0	2	=MAX(P383,Q383)	0	0	0	0
__id__383-co	=MAX(N384,O384)	0	0	0	0	1	=MAX(P384,Q384)	0	0	0	0
__id__384-co	=MAX(N385,O385)	0	0	2	0	0	=MAX(P385,Q385)	0	0	0	0
__id__385-nhs	=MAX(N386,O386)	0	2	0	0	0	=MAX(P386,Q386)	0	2	0	0
__id__386-co	=MAX(N387,O387)	0	0	0	0	0	=MAX(P387,Q387)	0	0	0	0
__id__387-co	=MAX(N388,O388)	0	0	0	0	0	=MAX(P388,Q388)	0	1	0	0
__id__388-co	=MAX(N389,O389)	0	0	0	0	0	=MAX(P389,Q389)	0	0	0	0
__id__389-org	=MAX(N390,O390)	0	2	0	0	0	=MAX(P390,Q390)	0	0	0	0
__id__390-ac	=MAX(N391,O391)	0	0	0	0	0	=MAX(P391,Q391)	0	0	0	0
__id__391-co	=MAX(N392,O392)	0	0	0	0	0	=MAX(P392,Q392)	0	0	0	0
__id__392-ac	=MAX(N393,O393)	0	0	2	0	0	=MAX(P393,Q393)	0	0	0	0
__id__393-co	=MAX(N394,O394)	0	0	2	0	0	=MAX(P394,Q394)	0	0	0	0
__id__394-ac	=MAX(N395,O395)	0	0	0	0	0	=MAX(P395,Q395)	0	1	0	0
__id__395-co	=MAX(N396,O396)	0	1	0	0	0	=MAX(P396,Q396)	0	0	0	0
__id__396-co	=MAX(N397,O397)	0	0	0	0	2	=MAX(P397,Q397)	0	0	0	0
__id__397-gov	=MAX(N398,O398)	0	0	0	0	0	=MAX(P398,Q398)	1	2	0	0
__id__398-co	=MAX(N399,O399)	0	0.5	1	0	0	=MAX(P399,Q399)	0	0	0	0
__id__399-co	=MAX(N400,O400)	0	0	2	0	0	=MAX(P400,Q400)	0	0	0	0
__id__400-co	=MAX(N401,O401)	0	0	0	0	0	=MAX(P401,Q401)	0	0	0	0
__id__401-co	=MAX(N402,O402)	0	2	0	0	0	=MAX(P402,Q402)	0	0	0	0
__id__402-ac	=MAX(N403,O403)	0	0	2	0	0	=MAX(P403,Q403)	0	0	0	0
__id__403-co	=MAX(N404,O404)	0	0	2	0	0	=MAX(P404,Q404)	0	0	1	0
__id__404-gov	=MAX(N405,O405)	0	0	1	0	0	=MAX(P405,Q405)	0	0	0	0
__id__405-co	=MAX(N406,O406)	0	0	1	0	0	=MAX(P406,Q406)	2	0	0	0
__id__406-org	=MAX(N407,O407)	0	0	0	0	0	=MAX(P407,Q407)	0	0	0	0
__id__407-org	=MAX(N408,O408)	0	0	0	0	0	=MAX(P408,Q408)	0	0	0	0
__id__408-org	=MAX(N409,O409)	0	0	0	0	0	=MAX(P409,Q409)	0	2	0	0
__id__409-co	=MAX(N410,O410)	1	0	0	0	0	=MAX(P410,Q410)	0	2	0	0
__id__410-co	=MAX(N411,O411)	0	2	0	0	0	=MAX(P411,Q411)	0	0	0	0
__id__411-org	=MAX(N412,O412)	0	0	2	0	0	=MAX(P412,Q412)	0	0	0	0
__id__412-co	=MAX(N413,O413)	0	0	0	2	0	=MAX(P413,Q413)	0	0	0	0
__id__413-co	=MAX(N414,O414)	0	0	0	0	0	=MAX(P414,Q414)	0	0	0	0
__id__414-co	=MAX(N415,O415)	0	0	0	2	0	=MAX(P415,Q415)	0	0.5	0	0
__id__415-org	=MAX(N416,O416)	0	0	0	0	0	=MAX(P416,Q416)	0	0.5	0	0
__id__416-co	=MAX(N417,O417)	0	0	0	0	0	=MAX(P417,Q417)	0	0	0	0
__id__417-co	=MAX(N418,O418)	0	0	0	0	0	=MAX(P418,Q418)	0	0.5	0	0
__id__418-org	=MAX(N419,O419)	0	0	0	0	0	=MAX(P419,Q419)	0	0	0.5	0
__id__419-ac	=MAX(N420,O420)	0	2	0	0	0	=MAX(P420,Q420)	0	0	0	0
__id__420-co	=MAX(N421,O421)	0	2	0	0	0	=MAX(P421,Q421)	0	0	0	0
__id__421-co	=MAX(N422,O422)	0	0	0	0	0	=MAX(P422,Q422)	0	0	0	0
__id__422-co	=MAX(N423,O423)	0	0	0	0	0	=MAX(P423,Q423)	0	0	0	0
__id__423-org	=MAX(N424,O424)	0	0	0	0	0	=MAX(P424,Q424)	2	1	0	0
__id__424-co	=MAX(N425,O425)	0	0	0	0	0	=MAX(P425,Q425)	0	0	2	0
__id__425-org	=MAX(N426,O426)	0	2	0	0	0	=MAX(P426,Q426)	0	0	0	0
__id__426-co	=MAX(N427,O427)	0	0	0	0	0	=MAX(P427,Q427)	0	0	0	0
__id__427-co	=MAX(N428,O428)	0	2	0	0	0	=MAX(P428,Q428)	0	2	0	0
__id__428-co	=MAX(N429,O429)	0	0	0	0	0	=MAX(P429,Q429)	0	0	0	0
__id__429-co	=MAX(N430,O430)	0	0	2	0	0	=MAX(P430,Q430)	0	1	0	0
__id__430-co	=MAX(N431,O431)	0	0	0	0	0	=MAX(P431,Q431)	2	1	0	0
__id__431-co	=MAX(N432,O432)	2	0	0	0	0	=MAX(P432,Q432)	0	1	0	0
__id__432-co	=MAX(N433,O433)	0	0	0	0	2	=MAX(P433,Q433)	0	1	0	0
__id__433-co	=MAX(N434,O434)	0	1	0	0	0	=MAX(P434,Q434)	0	0	0	0
__id__434-ac	=MAX(N435,O435)	0	0	0	1	0	=MAX(P435,Q435)	0	2	0	0
__id__435-org	=MAX(N436,O436)	0	0	0	0	1	=MAX(P436,Q436)	0	0	0	0
__id__436-co	=MAX(N437,O437)	0	0	0	0	0	=MAX(P437,Q437)	0	0	0	0
__id__437-ac	=MAX(N438,O438)	0	1	0	2	0	=MAX(P438,Q438)	0	1	0	0
__id__438-ac	=MAX(N439,O439)	0	2	0	0.5	0	=MAX(P439,Q439)	0	0	0	0
__id__439-co	=MAX(N440,O440)	0	1	0	0	0	=MAX(P440,Q440)	0	0	0	0
__id__440-net	=MAX(N441,O441)	0	1	0	0	0	=MAX(P441,Q441)	0	0	0	0
__id__441-co	=MAX(N442,O442)	0	0	0	0	0	=MAX(P442,Q442)	0	0	2	0
__id__442-co	=MAX(N443,O443)	0	0	0	0	1	=MAX(P443,Q443)	0	0	2	0
__id__443-co	=MAX(N444,O444)	0	0	0	0	0	=MAX(P444,Q444)	0	0.5	0	0
__id__444-ac	=MAX(N445,O445)	0	0	0	0	0	=MAX(P445,Q445)	2	0	0	0
__id__445-co	=MAX(N446,O446)	0	0	0	0	0	=MAX(P446,Q446)	0.5	2	0	0
__id__446-org	=MAX(N447,O447)	0	0	2	0	0	=MAX(P447,Q447)	0	0	0	0
__id__447-co	=MAX(N448,O448)	0	2	0	0	0	=MAX(P448,Q448)	0	0	0	0
__id__448-ac	=MAX(N449,O449)	0	0	0	0	0	=MAX(P449,Q449)	2	0	0	0
__id__449-co	=MAX(N450,O450)	0	1	0	0	0	=MAX(P450,Q450)	0	2	0	0
__id__450-co	=MAX(N451,O451)	0	0	2	0	0	=MAX(P451,Q451)	0	0	0	0
__id__451-co	=MAX(N452,O452)	0	0	0	0	0	=MAX(P452,Q452)	0	2	0	0
__id__452-co	=MAX(N453,O453)	0	0	2	0	0	=MAX(P453,Q453)	0	0	0	0
__id__453-org	=MAX(N454,O454)	0	0	0	0	0	=MAX(P454,Q454)	0	0	0	0
__id__454-ac	=MAX(N455,O455)	0	0	2	0	0	=MAX(P455,Q455)	0	0	0	0
__id__455-co	=MAX(N456,O456)	0	0	0	0	0	=MAX(P456,Q456)	0	0	0	0
__id__456-co	=MAX(N457,O457)	0	0	2	0	0	=MAX(P457,Q457)	0	0	0	0
__id__457-org	=MAX(N458,O458)	0	0	2	0	0	=MAX(P458,Q458)	0	0	0	0
__id__458-co	=MAX(N459,O459)	0	0	2	0	0	=MAX(P459,Q459)	0	0	0	0
__id__459-ac	=MAX(N460,O460)	0	2	0	0	0	=MAX(P460,Q460)	0	0	0	0
__id__460-parliament	=MAX(N461,O461)	0	0	0	0	2	=MAX(P461,Q461)	0	0	0	0
__id__461-co	=MAX(N462,O462)	0	0	0	0	0	=MAX(P462,Q462)	0	0	0	0
__id__462-co	=MAX(N463,O463)	0	0	0	0	0	=MAX(P463,Q463)	0	2	0	0
__id__463-co	=MAX(N464,O464)	0	0	0	0	0	=MAX(P464,Q464)	0	0	0	0
__id__464-co	=MAX(N465,O465)	0	0	0	0	0	=MAX(P465,Q465)	0	0	0	0
__id__465-co	=MAX(N466,O466)	0	0	2	0	0	=MAX(P466,Q466)	0	1	0	0
__id__466-ac	=MAX(N467,O467)	0	0	0	0	0	=MAX(P467,Q467)	0	0	0	2
__id__467-co	=MAX(N468,O468)	0	0	2	0	0	=MAX(P468,Q468)	0	0	0	0
__id__468-co	=MAX(N469,O469)	0	0	0	0	0	=MAX(P469,Q469)	0	0	0	0
__id__469-org	=MAX(N470,O470)	0	0	0	0	0	=MAX(P470,Q470)	0	0	0	0
__id__470-co	=MAX(N471,O471)	0	0	0	0	0	=MAX(P471,Q471)	0	0	0	0
__id__471-co	=MAX(N472,O472)	0	0	0	0	0	=MAX(P472,Q472)	0	0	0	0
__id__472-org	=MAX(N473,O473)	2	0	0	0	0	=MAX(P473,Q473)	0	0	0	0
__id__473-co	=MAX(N474,O474)	0	0	0	0	0	=MAX(P474,Q474)	0	0	0	0
__id__474-org	=MAX(N475,O475)	0	0	1	0	0	=MAX(P475,Q475)	0	0	0	0
__id__475-org	=MAX(N476,O476)	0	2	0	0.5	0	=MAX(P476,Q476)	0	0	0	0
__id__476-co	=MAX(N477,O477)	0	0	2	0	0	=MAX(P477,Q477)	0	0	0	0
__id__477-co	=MAX(N478,O478)	0	0	0	0	0	=MAX(P478,Q478)	0	2	0.5	0
__id__478-co	=MAX(N479,O479)	0	0	0	2	0	=MAX(P479,Q479)	0	0	0	0
__id__479-org	=MAX(N480,O480)	0	0	0	0	0	=MAX(P480,Q480)	0	0	0	0
__id__480-co	=MAX(N481,O481)	0	2	0	0	0	=MAX(P481,Q481)	0	0	0	0
__id__481-co	=MAX(N482,O482)	0	0	0	0	0	=MAX(P482,Q482)	0	2	0	0
__id__482-org	=MAX(N483,O483)	0	0	0	0	1	=MAX(P483,Q483)	0	0	0	0
__id__483-org	=MAX(N484,O484)	0	0.5	0	2	0	=MAX(P484,Q484)	0	1	0	0
__id__484-co	=MAX(N485,O485)	0	0	0	0	0	=MAX(P485,Q485)	0	0	0	0
__id__485-co	=MAX(N486,O486)	0	0	0	0	0	=MAX(P486,Q486)	0	0	0	0
__id__486-co	=MAX(N487,O487)	0	0	0	0	0	=MAX(P487,Q487)	0	0	0	0
__id__487-ac	=MAX(N488,O488)	0	0	0	0	0	=MAX(P488,Q488)	0	1	0	0
__id__488-co	=MAX(N489,O489)	0	2	0	0	0	=MAX(P489,Q489)	0	0	0	0
__id__489-co	=MAX(N490,O490)	0	0	0	0	0	=MAX(P490,Q490)	0	2	0	0
__id__490-org	=MAX(N491,O491)	0	0	0	0	0	=MAX(P491,Q491)	0	0	0	0
__id__491-co	=MAX(N492,O492)	0	2	0	0	0	=MAX(P492,Q492)	0	0	0	0
__id__492-co	=MAX(N493,O493)	0	0	2	0	0	=MAX(P493,Q493)	0	0	0	0
__id__493-co	=MAX(N494,O494)	0	0	2	0	0	=MAX(P494,Q494)	0	0	0	0
__id__494-co	=MAX(N495,O495)	0	0	2	0	0	=MAX(P495,Q495)	0	0	0	0
__id__495-co	=MAX(N496,O496)	0	0	2	0	0	=MAX(P496,Q496)	0	0	0	0
__id__496-co	=MAX(N497,O497)	0	0	2	0	0	=MAX(P497,Q497)	0	0	0	0
__id__497-co	=MAX(N498,O498)	0	0	2	0	0	=MAX(P498,Q498)	0	0	0	0
__id__498-co	=MAX(N499,O499)	0	0	2	0	0	=MAX(P499,Q499)	0	0	0	0
__id__499-co	=MAX(N500,O500)	0	0	2	0	0	=MAX(P500,Q500)	0	0	0	0
__id__500-co	=MAX(N501,O501)	0	0	2	0	0	=MAX(P501,Q501)	0	0	0	0
__id__501-co	=MAX(N502,O502)	0	0	2	0	0	=MAX(P502,Q502)	0	0	0	0
__id__502-co	=MAX(N503,O503)	0	0	2	0	0	=MAX(P503,Q503)	0	0	0	0
__id__503-co	=MAX(N504,O504)	0	0	2	0	0	=MAX(P504,Q504)	0	0	0	0
__id__504-feedfury	=MAX(N505,O505)	0	1	0	0	0	=MAX(P505,Q505)	0	0	0	2
